"Band_no","CAVS","COMMON","SCIENTIFIC","BANDING_LOCALITY","LOCODE","BANDING_LAT","BANDING_LON","DATE_BANDED","AGE","SEX","RECOVERY_LOCALITY","LOCODE.1","RECOVERY_LAT","RECOVERY_LON","DATE_RECOVERED","ADESC","STADES","DISTANCE","ELAPSED_MONTHS","BANDER","Box","Batch","Size","Species","Mass",,"Notes","issueYear","bandMetal","bandMetal_BACKFILLED","bandType","initMass","massAsProp","InternDiam","Height","Gauge","Volume","funGroup","typeMeanMass","typeMedianMass","sizeMetalMeanMass","sizeMetalMedianMass","type","sizeMetal","typeSDMass","sizeMetalSDMass"
6176278,121,"Bridled Tern","Onychoprion anaethetus","PENGUIN IS:PENGUIN ISLAND:WA","081101",-32.3055555556,115.6908333333,"18-NOV-1988","SECOND YEAR OR OLDER","UNKNOWN",":SAFETY BAY BEACH:WA","07125F",-32.3083333333,115.725,"16-NOV-1991","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","4","35","DR JN DUNLOP","C03",61,6,"Bridled Tern",0.1664,,,87,"AY","AY","6AY",0.1657,1.0042245021,4.5,7,0.5,15.75,"Seabirds",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6176544,991,"Common Blackbird","Turdus merula","RESIDENCE:19 TRIM CRESCENT OLD NOARLUNGA:SA","113004",-35.1833333333,138.4833333333,"29-DEC-1993","JUVENILE","UNKNOWN",":WALTHAMSTOWE ROAD, OLD NOARLUNGA:SA","11587F",-35.1888888889,138.4875,"00-MAR-1994","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","0","Time elapsed cannot be calculated","MR PS BEAUMONT","NR",61,6,"Blackbird",0.1663,,,87,"AY","AY","6AY",0.1657,1.0036210018,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6177422,121,"Bridled Tern","Onychoprion anaethetus","PENGUIN IS:PENGUIN ISLAND:WA","081101",-32.3055555556,115.6908333333,"07-OCT-1988","SECOND YEAR OR OLDER","UNKNOWN",":CELEBES SEA APP 240KM SW OF KIAMBA PHILIPPINES:","07640F",3.5,122.6666666667,"11-JUL-1992","TRAPPED BY HAND OR WITH HANDHELD NET","WAS RELEASED ALIVE AND THE BAND OR COLOUR MARK WAS REPLACED DUE TO WEAR.","4155","45","DR JN DUNLOP","C03",61,6,"Bridled Tern",0.1602,,,87,"AY","AY","6AY",0.1657,0.9668074834,4.5,7,0.5,15.75,"Seabirds",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6177465,421,"Eastern Whipbird","Psophodes olivaceus","MOONEE:MOONEE VIA COFFS HARBOUR:NSW","008402",-30.2166666667,153.1333333333,"18-AUG-1990","JUVENILE","UNKNOWN","MOONEE:MOONEE VIA COFFS HARBOUR:NSW","008402",-30.2166666667,153.1333333333,"16-DEC-1995","TRAPPED IN MIST NET","WAS RELEASED ALIVE AND THE BAND OR COLOUR MARK WAS REPLACED DUE TO WEAR.","0","63","MR SG LANE (DECEASED)","C05",61,6,"Eastern Whipbird",0.0968,,,87,"AY","AY","6AY",0.1657,0.5841882921,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6177491,421,"Eastern Whipbird","Psophodes olivaceus","REDROCKSTH:1.5 KM SOUTH OF RED ROCK:NSW","008440",-29.9958333333,153.2208333333,"02-FEB-1991","SECOND YEAR OR OLDER","UNKNOWN","REDROCKSTH:1.5 KM SOUTH OF RED ROCK:NSW","008440",-29.9958333333,153.2208333333,"08-JUL-1995","TRAPPED IN MIST NET","WAS RELEASED ALIVE AND THE BAND OR COLOUR MARK WAS REPLACED DUE TO WEAR.","0","53","MR SG LANE (DECEASED)","C05",61,6,"Eastern Whipbird",0.1411,,,87,"AY","AY","6AY",0.1657,0.8515389258,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6178702,999,"Common Starling","Sturnus vulgaris",":45 RAILWAY PLACE FLEMINGTON:VIC","04849F",-37.7833333333,144.925,"11-FEB-1989","FIRST YR OR OLDER","UNKNOWN",":45 RAILWAY PLACE FLEMINGTON:VIC","04849F",-37.7833333333,144.925,"12-FEB-1989","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","0","0","DR KW LOWE","NR",61,6,"Common Starling",0.1704,,,87,"AY","AY","6AY",0.1657,1.0283645142,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6178725,999,"Common Starling","Sturnus vulgaris","EXPERIMENT:8 OSHANNASSY ST NTH MELBOURNE:VIC","0779ZA",-37.8,144.9333333333,"11-FEB-1989","FIRST YR OR OLDER","UNKNOWN",":CNR ABBOTSFORD & OSHANNASSY ST NTH MELB:VIC","04910F",-37.8,144.9333333333,"11-FEB-1989","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","0","0","DR KW LOWE","NR",61,6,"Common Starling",0.1676,,,87,"AY","AY","6AY",0.1657,1.0114665057,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6178977,991,"Common Blackbird","Turdus merula","GARDEN:LEITH  (BANDERS GARDEN):TAS","1465LE",-41.1666666667,146.25,"02-DEC-1989","NESTLING","UNKNOWN",":IN GARDEN AT LEITH NEAR DEVONPORT:TAS","05555F",-41.1666666667,146.25,"00-JAN-1990","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","0","Time elapsed cannot be calculated","MR J FENNELL","NR",61,6,"Blackbird",0.1734,,,87,"AY","AY","6AY",0.1657,1.0464695232,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6179274,999,"Common Starling","Sturnus vulgaris","LEGANA:LEGANA:TAS","078701",-41.3666666667,147.0333333333,"15-JAN-1989","FIRST YR OR OLDER","FEMALE",":YARD 27 MUDDY CREEK ROAD LEGANA:TAS","07237F",-41.3666666667,147.05,"16-JAN-1992","TRAPPED ACCIDENTALLY IN TRAP FOR TERRESTRIAL ANIMALS","WAS DEAD AND THE BAND WAS REMOVED.","1","36","DR DG HENDERSON","NR",61,6,"Common Starling",0.1367,,,87,"AY","AY","6AY",0.1657,0.8249849125,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6179345,634,"Noisy Miner","Manorina melanocephala","LEGANA:LEGANA:TAS","078701",-41.3666666667,147.0333333333,"15-APR-1990","FIRST YR OR OLDER","UNKNOWN",":LEGANA:TAS","04833F",-41.3666666667,147.0333333333,"08-NOV-1996","FOUND IN STILL WATER (DAM, TROUGH, POOL, ETC)","WAS DEAD AND THE BAND WAS REMOVED.","0","78","DR DG HENDERSON","NR",61,6,"Noisy Miner",0.1264,,,87,"AY","AY","6AY",0.1657,0.7628243814,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6179807,637,"Little Wattlebird","Anthochaera chrysoptera(split:use 710 or712)","YILKI:YILKI:SA","044630",-35.5747222222,138.6002777778,"21-DEC-1988","FIRST YEAR","UNKNOWN",":11 RIVERVIEW RD VICTOR HARBOUR:SA","05405F",-35.55,138.6166666667,"31-OCT-1989","COLLIDED WITH A WINDOW OR OTHER TRANSPARENT MATERIAL","WAS DEAD AND THE BAND WAS REMOVED.","4","10","A/PROF DC PATON","NR",61,6,"Little Wattlebird",0.1615,,,87,"AY","AY","6AY",0.1657,0.9746529873,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6179973,121,"Bridled Tern","Onychoprion anaethetus","PENGUIN IS:PENGUIN ISLAND:WA","081101",-32.3055555556,115.6908333333,"30-DEC-1988","SECOND YEAR OR OLDER","UNKNOWN",":WARNBRO SOUND:WA","06404F",-32.3333333333,115.7166666667,"17-FEB-1991","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","PARTIALLY DECOMPOSED AND BAND REMOVED.","6","25","DR JN DUNLOP","C03",61,6,"Bridled Tern",0.1612,,,87,"AY","AY","6AY",0.1657,0.9728424864,4.5,7,0.5,15.75,"Seabirds",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6180021,991,"Common Blackbird","Turdus merula","BELLGARD:RESIDENCE 115 CLARENCE STREET BELLERIVE:TAS","110102",-42.8833333333,147.3833333333,"15-APR-1989","FIRST YEAR","MALE",":FRONT YARD BELLERIVE:TAS","05422F",-42.8666666667,147.3666666667,"00-OCT-1989","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","2","Time elapsed cannot be calculated","MR AWJ FLETCHER","NR",61,6,"Blackbird",0.1659,,,87,"AY","AY","6AY",0.1657,1.0012070006,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6181858,991,"Common Blackbird","Turdus merula","BELLGARD:RESIDENCE 115 CLARENCE STREET BELLERIVE:TAS","110102",-42.8833333333,147.3833333333,"24-MAR-1991","SECOND YEAR OR OLDER","FEMALE",":GARDEN 164 CLARENCE ST BELLERIVE:TAS","07367F",-42.8833333333,147.3833333333,"00-DEC-1991","FOUND DEAD, CAUSE UNKNOWN","WAS SKELETON/DRIED OUT CORPSE, BAND REMOVED.","0","Time elapsed cannot be calculated","MR AWJ FLETCHER","NR",61,6,"Blackbird",0.1663,,,87,"AY","AY","6AY",0.1657,1.0036210018,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6181882,991,"Common Blackbird","Turdus merula","BELLGARD:RESIDENCE 115 CLARENCE STREET BELLERIVE:TAS","110102",-42.8833333333,147.3833333333,"04-OCT-1991","SECOND YEAR OR OLDER","MALE",":ALEXANDRA ESP BELLERIVE:TAS","07073F",-42.875,147.3763888889,"13-OCT-1991","TAKEN BY DOMESTIC OR WILD CAT","WAS DEAD AND THE BAND WAS REMOVED.","2","0","MR AWJ FLETCHER","NR",61,6,"Blackbird",0.1762,,,87,"AY","AY","6AY",0.1657,1.0633675317,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6181922,637,"Little Wattlebird","Anthochaera chrysoptera(split:use 710 or712)","BELLGARD:RESIDENCE 115 CLARENCE STREET BELLERIVE:TAS","110102",-42.8833333333,147.3833333333,"11-APR-1993","FIRST YR OR OLDER","UNKNOWN",":277 CLARENCE ST  HOWRAH:TAS","08114F",-42.9166666667,147.4166666667,"30-APR-1993","TAKEN BY DOMESTIC OR WILD CAT","WAS DEAD AND THE BAND WAS REMOVED.","5","0","MR AWJ FLETCHER","NR",61,6,"Little Wattlebird",0.1736,,,87,"AY","AY","6AY",0.1657,1.0476765238,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6181935,634,"Noisy Miner","Manorina melanocephala","BELLGARD:RESIDENCE 115 CLARENCE STREET BELLERIVE:TAS","110102",-42.8833333333,147.3833333333,"07-MAY-1995","FIRST YR OR OLDER","UNKNOWN",":CLARENCE HIGH SCHOOL:TAS","10142F",-42.8791666667,147.3833333333,"22-JUN-1995","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","2","1","MR AWJ FLETCHER","NR",61,6,"Noisy Miner",0.1677,,,87,"AY","AY","6AY",0.1657,1.012070006,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6182553,415,"Magpie-lark","Grallina cyanoleuca","HARVARD ST:23 HARVARD STREET KENMORE:QLD","1253PM",-27.5125,152.9333333333,"28-DEC-1991","FIRST YR OR OLDER","FEMALE",":KENMORE:QLD","07690F",-27.5125,152.9333333333,"25-AUG-1992","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE STATUS OF THE BAND IS UNKNOWN.","0","7","MR PGR MAHONEY","C05",61,6,"Australian Magpie-lark",0.1677,,,87,"AY","AY","6AY",0.1657,1.012070006,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6183351,702,"Grey Butcherbird","Cracticus torquatus","MANGERTON:MANGERTON AREA:NSW","126822",-34.4333333333,150.8666666667,"23-NOV-1989","THIRD YEAR","UNKNOWN",":WOLLONGONG:NSW","08809F",-34.4333333333,150.8833333333,"20-SEP-1993","TAKEN BY DOMESTIC OR WILD CAT","REHABILITATION WAS ATTEMPTED BUT BIRD/BAT DIED, BAND WAS REMOVED.","2","45","MR KA WOOD","NR",61,6,"Grey Butcherbird",0.1636,,,87,"AY","AY","6AY",0.1657,0.9873264937,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6183918,991,"Common Blackbird","Turdus merula","LONGFORD:LONGFORD CARAVAN PARK:TAS","1462TB",-41.09,147.125,"15-NOV-1989","FIRST YR OR OLDER","MALE",":RASBERRY PATCH 34 CATHERINE ST LONGFORD:TAS","05509F",-41.6,147.1333333333,"14-DEC-1989","TAKEN TO PROTECT CROPS","WAS DEAD AND THE BAND WAS REMOVED.","1","0","MR PH SUTTON","NR",61,6,"Blackbird",0.1721,,,87,"AY","AY","6AY",0.1657,1.0386240193,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6184831,991,"Common Blackbird","Turdus merula","DASHWOODRD:1 DASHWOOD ROAD  BEAUMONT:SA","020827",-34.9544444444,138.65,"14-MAR-1993","FIRST YEAR","FEMALE","ST GEORGES:ST GEORGES  ADELAIDE:SA","00270F",-34.95,138.6333333333,"27-AUG-1996","FOUND DEAD, CAUSE UNKNOWN","PARTIALLY DECOMPOSED AND BAND REMOVED.","2","41","MRS JB PATON (DECEASED)","NR",61,6,"Blackbird",0.1447,,,87,"AY","AY","6AY",0.1657,0.8732649366,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6195209,991,"Common Blackbird","Turdus merula","VINEYARD:CHATEAU LE AMON VINEYARD PROPER:VIC","123604",-36.8469444444,144.2294444444,"14-APR-1990","FIRST YR OR OLDER","MALE",":BIG HILL 6KM SOUTH OF BENDIGO:VIC","06235F",-36.85,144.2166666667,"18-DEC-1990","FOUND DEAD, CAUSE UNKNOWN","PARTIALLY DECOMPOSED AND BAND REMOVED.","2","8","DR TC BURTON","NR",61,6,"Blackbird",0.159,,,"NA","NA","AY","6AY",0.1657,0.9595654798,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6196656,991,"Common Blackbird","Turdus merula","YILKI:YILKI:SA","044630",-35.5747222222,138.6002777778,"15-DEC-1990","FIRST YR OR OLDER","MALE",":7 PETREL AVENUE ENCOUNTER BAY:SA","07686F",-35.5802777778,138.6,"30-AUG-1992","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","0","20","A/PROF DC PATON","NR",61,6,"Blackbird",0.156,,,"NA","NA","AY","6AY",0.1657,0.9414604707,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6196657,637,"Little Wattlebird","Anthochaera chrysoptera(split:use 710 or712)","YILKI:YILKI:SA","044630",-35.5747222222,138.6002777778,"16-DEC-1990","FIRST YR OR OLDER","UNKNOWN",":YARD 11 THE PARKWAY VICTOR HARBOR:SA","07031F",-35.55,138.6166666667,"19-OCT-1991","TAKEN BY DOMESTIC OR WILD CAT","WAS DEAD AND THE BAND WAS REMOVED.","2","10","A/PROF DC PATON","NR",61,6,"Little Wattlebird",0.1616,,,"NA","NA","AY","6AY",0.1657,0.9752564876,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6196670,637,"Little Wattlebird","Anthochaera chrysoptera(split:use 710 or712)","YILKI:YILKI:SA","044630",-35.5747222222,138.6002777778,"19-DEC-1990","FIRST YR OR OLDER","UNKNOWN",":WILLIAM ST VICTOR HARBOUR:SA","07193F",-35.55,138.6166666667,"00-DEC-1991","FOUND IN STILL WATER (DAM, TROUGH, POOL, ETC)","WAS DEAD AND THE BAND WAS REMOVED.","2","Time elapsed cannot be calculated","A/PROF DC PATON","NR",61,6,"Little Wattlebird",0.1605,,,"NA","NA","AY","6AY",0.1657,0.9686179843,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6196743,991,"Common Blackbird","Turdus merula","MILANG JDT:J D TAYLORS PLACE MILANG:SA","0446MI",-35.4083333333,138.9638888889,"17-DEC-1993","FIRST YEAR","FEMALE",":COTE STREET  MILANG:SA","10151F",-35.4,138.9666666667,"27-SEP-1995","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","2","21","A/PROF DC PATON","NR",61,6,"Common Starling",0.1643,,,"NA","NA","AY","6AY",0.1657,0.9915509958,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6198952,637,"Little Wattlebird","Anthochaera chrysoptera(split:use 710 or712)","MONASH UNI:MONASH UNIVERSITY CLAYTON:VIC","068002",-37.9166666667,145.1333333333,"27-NOV-1992","NESTLING","UNKNOWN",":28 ANDREW STREET MOOROOLBARK:VIC","07988F",-37.7833333333,145.3166666667,"06-FEB-1993","TAKEN BY DOMESTIC OR WILD CAT","WAS DEAD AND THE BAND WAS REMOVED.","22","2","MR PJ FELL","NR",61,6,"Little Wattlebird",0.1651,,,"NA","NA","AY","6AY",0.1657,0.9963789982,4.5,7,0.5,15.75,"Passerines",0.1614666667,0.1657,0.1653454545,0.1668,"AY 61","AY 6",0.0087594235,0.0052126703
6200663,999,"Common Starling","Sturnus vulgaris","3KM SW MAL:3KM SOUTH WEST OF MALLALA:SA","019702",-34.4666666667,138.4666666667,"20-JUN-1992","FIRST YR OR OLDER","MALE",":MALLALA:SA","07360F",-34.45,138.5166666667,"22-NOV-1994","FOUND DEAD, CAUSE UNKNOWN","WAS SKELETON/DRIED OUT CORPSE, BAND REMOVED.","5","29","MR MH WATERMAN OAM","NR",62,6,"Common Starling",0.1433,,,88,"AY","AY","6AY",0.16685,0.8588552592,4.5,7,0.5,15.75,"Passerines",0.1668,0.16685,0.1653454545,0.1668,"AY 62","AY 6",0.001738315,0.0052126703
6201218,999,"Common Starling","Sturnus vulgaris","TROUBRIDGE:TROUBRIDGE ISLAND  EDITHBURGH:SA","019751",-35.1166666667,137.8333333333,"29-DEC-1992","FIRST YR OR OLDER","UNKNOWN",":STANSBURY:SA","05638F",-34.9166666667,137.8,"04-JAN-1994","TAKEN BY DOMESTIC OR WILD CAT","WAS DEAD AND THE BAND WAS REMOVED.","22","12","MR MH WATERMAN OAM","NR",62,6,"Common Starling",0.1629,,,88,"AY","AY","6AY",0.16685,0.9763260414,4.5,7,0.5,15.75,"Passerines",0.1668,0.16685,0.1653454545,0.1668,"AY 62","AY 6",0.001738315,0.0052126703
6203096,991,"Common Blackbird","Turdus merula","MOOROODUC:MOOROODUC:VIC","073601",-38.3,145.1166666667,"12-DEC-1994","JUVENILE","UNKNOWN",":HASTINGS:VIC","CF5117",-38.3,145.1833333333,"20-NOV-1997","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","6","35","MR SB UNTHANK","NR",62,6,"Blackbird",0.146,,,"NA","AY","AY","6AY",0.16685,0.8750374588,4.5,7,0.5,15.75,"Passerines",0.1668,0.16685,0.1653454545,0.1668,"AY 62","AY 6",0.001738315,0.0052126703
6203975,121,"Bridled Tern","Onychoprion anaethetus","PENGUIN IS:PENGUIN ISLAND:WA","081101",-32.3055555556,115.6908333333,"27-JAN-1991","SECOND YEAR OR OLDER","UNKNOWN",":PENGUIN ISLAND:WA","07092F",-32.3,115.6833333333,"29-OCT-1991","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","2","9","DR JN DUNLOP","C03",62,6,"Bridled Tern",0.1667,,,"NA","AY","AY","6AY",0.16685,0.9991009889,4.5,7,0.5,15.75,"Seabirds",0.1668,0.16685,0.1653454545,0.1668,"AY 62","AY 6",0.001738315,0.0052126703
6204202,30,"Peaceful Dove","Geopelia striata","JABOOLA:117 BOSCOMBE ROAD BROOKFIELD BRISBANE:QLD","117101",-27.4916666667,152.9166666667,"24-MAY-1991","FIRST YR OR OLDER","UNKNOWN","JABOOLA:117 BOSCOMBE ROAD BROOKFIELD BRISBANE:QLD","117101",-27.4916666667,152.9166666667,"18-APR-1992","FOUND ON HIGHWAY/ROAD; BUT NOT CERTAINLY HIT BY CAR","WAS DEAD AND THE STATUS OF THE BAND IS UNKNOWN.","0","10","MR PDD MCINTOSH","C02",62,6,"Peaceful Dove",0.1674,,,"NA","AY","AY","6AY",0.16685,1.003296374,4.5,7,0.5,15.75,"Other Nonpasserines",0.1668,0.16685,0.1653454545,0.1668,"AY 62","AY 6",0.001738315,0.0052126703
6205889,415,"Magpie-lark","Grallina cyanoleuca","HOUSE:10 GUNYAH ROAD OUTSKIRTS OF WILMINGTON:SA","1089WH",-32.6430555556,138.0916666667,"16-JUN-1993","FIRST YR OR OLDER","FEMALE","HOUSE:10 GUNYAH ROAD OUTSKIRTS OF WILMINGTON:SA","1089WH",-32.6430555556,138.0916666667,"22-JUN-1993","FOUND ON HIGHWAY/ROAD; BUT NOT CERTAINLY HIT BY CAR","WAS DEAD AND THE BAND WAS REMOVED.","0","0","MR WL KLAU OAM","C05",62,6,"Australian Magpie-lark",0.1676,,,"NA","AY","AY","6AY",0.16685,1.0044950554,4.5,7,0.5,15.75,"Passerines",0.1668,0.16685,0.1653454545,0.1668,"AY 62","AY 6",0.001738315,0.0052126703
6206880,634,"Noisy Miner","Manorina melanocephala","BARK HUT:LOT 2 BARK HUT ROAD WOOLGOOLGA:NSW","1629BH",-30.1,153.1666666667,"02-APR-1995","SECOND YEAR OR OLDER","UNKNOWN",":MOONEE NORTH:NSW","10790F",-30.2083333333,153.15,"08-SEP-1996","FOUND SICK OR INJURED","REHABILITATION WAS ATTEMPTED BUT BIRD/BAT DIED, BAND WAS REMOVED.","11","17","DR PJ THOMSON","NR",62,6,"Noisy Miner",0.1571,,,"NA","AY","AY","6AY",0.16685,0.9415642793,4.5,7,0.5,15.75,"Passerines",0.1668,0.16685,0.1653454545,0.1668,"AY 62","AY 6",0.001738315,0.0052126703
6207384,637,"Little Wattlebird","Anthochaera chrysoptera(split:use 710 or712)","YILKI:YILKI:SA","044630",-35.5747222222,138.6002777778,"21-DEC-1992","FIRST YR OR OLDER","FEMALE",":VICTOR HARBOUR:SA","CF5684",-35.5666666667,138.6166666667,"30-JAN-1994","FOUND DEAD, CAUSE UNKNOWN","PARTIALLY DECOMPOSED AND BAND REMOVED.","2","13","A/PROF DC PATON","NR",62,6,"Little Wattlebird",0.1601,,,"NA","AY","AY","6AY",0.16685,0.959544501,4.5,7,0.5,15.75,"Passerines",0.1668,0.16685,0.1653454545,0.1668,"AY 62","AY 6",0.001738315,0.0052126703
6224073,991,"Common Blackbird","Turdus merula","YILKI:YILKI:SA","044630",-35.5747222222,138.6002777778,"22-DEC-1995","FIRST YEAR","UNKNOWN",":ENCOUNTER LAKES HOUSING EST VICTOR HBR:SA","10649F",-35.55,138.6166666667,"28-MAY-1996","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","2","5","A/PROF DC PATON","NR",62,6,"Blackbird",0.1634,,,"NA","AY","AY","6AY",0.16685,0.979322745,4.5,7,0.5,15.75,"Passerines",0.1668,0.16685,0.1653454545,0.1668,"AY 62","AY 6",0.001738315,0.0052126703
6224272,991,"Common Blackbird","Turdus merula","YILKI:YILKI:SA","044630",-35.5747222222,138.6002777778,"27-DEC-1996","FIRST YEAR","UNKNOWN",":5KM SOUTH WEST OF VICTOR HARBOUR:SA","11451F",-35.5888888889,138.5833333333,"01-FEB-1998","TRAPPED ACCIDENTALLY IN TRAP FOR TERRESTRIAL ANIMALS","WAS DEAD AND THE BAND WAS REMOVED.","2","13","A/PROF DC PATON","NR",62,6,"Blackbird",0.1577,,,"NA","AY","AY","6AY",0.16685,0.9451603236,4.5,7,0.5,15.75,"Passerines",0.1668,0.16685,0.1653454545,0.1668,"AY 62","AY 6",0.001738315,0.0052126703
6224595,637,"Little Wattlebird","Anthochaera chrysoptera(split:use 710 or712)","RAYMOND IS:RAYMOND ISLAND OPPOSITE PAYNESVILLE:VIC","165910",-37.9,147.7166666667,"14-MAY-1994","FIRST YEAR","UNKNOWN","GAZ:EAGLE POINT, GIPPSLAND LAKES:VIC","11372F",-37.8833333333,147.6666666667,"00-DEC-1997","FOUND IN STILL WATER (DAM, TROUGH, POOL, ETC)","WAS DEAD AND THE BAND WAS REMOVED.","5","Time elapsed cannot be calculated","MRS LJ TURNER","NR",62,6,"Little Wattlebird",0.1454,,,"NA","AY","AY","6AY",0.16685,0.8714414144,4.5,7,0.5,15.75,"Passerines",0.1668,0.16685,0.1653454545,0.1668,"AY 62","AY 6",0.001738315,0.0052126703
6227485,415,"Magpie-lark","Grallina cyanoleuca","KINCUMBER:KINCUMBER GRID BLOCK:NSW","9993B3",-33.4791666667,151.3958333333,"14-FEB-1995","FIRST YR OR OLDER","MALE","KINCUMBER:KINCUMBER GRID BLOCK:NSW","9993B3",-33.4791666667,151.3958333333,"14-FEB-1995","FOUND DEAD, INJURED OR EXHAUSTED AFTER A STORM","WAS DEAD AND THE BAND WAS REMOVED.","0","0","THE WILD BIRD REHABILITATION GROUP","C05",62,6,"Australian Magpie-lark",0.1685,,,"NA","AY","AY","6AY",0.16685,1.009889122,4.5,7,0.5,15.75,"Passerines",0.1668,0.16685,0.1653454545,0.1668,"AY 62","AY 6",0.001738315,0.0052126703
6227514,424,"Black-faced Cuckoo-shrike","Coracina novaehollandiae","WAVERLEY:WAVERLEY:NSW","9993WA",-33.8958333333,151.2708333333,"09-MAR-1995","FIRST YEAR","UNKNOWN","WAVERLEY:WAVERLEY:NSW","9993WA",-33.8958333333,151.2708333333,"15-MAR-1995","TAKEN BY DOMESTIC OR WILD CAT","WAS DEAD AND THE BAND WAS REMOVED.","0","0","THE WILD BIRD REHABILITATION GROUP","C05",62,6,"Black-faced Cuckoo-shrike",0.165,,,"NA","AY","AY","6AY",0.16685,0.9889121966,4.5,7,0.5,15.75,"Passerines",0.1668,0.16685,0.1653454545,0.1668,"AY 62","AY 6",0.001738315,0.0052126703
